Algorithm,Type,Result 1,Result 2,Result 3,Result 4,Result 5,Result 6,Result 7,Result 8,Result 9,Result 10,Result 11,Result 12,Result 13,Result 14,Result 15,Result 16,Result 17,Result 18,Result 19,Result 20,Result 21,Result 22,Result 23,Result 24,Result 25,Result 26,Result 27,Result 28,Result 29,Result 30,Result 31,Result 32,Result 33,Result 34,Result 35,Result 36,Result 37,Result 38,Result 39,Result 40,Result 41,Result 42,Result 43,Result 44,Result 45,Result 46,Result 47,Result 48,Result 49,Result 50,Result 51,Result 52,Result 53,Result 54,Result 55,Result 56,Result 57,Result 58,Result 59,Result 60,Result 61,Result 62,Result 63,Result 64,Result 65,Result 66,Result 67,Result 68,Result 69,Result 70,Result 71,Result 72,Result 73,Result 74,Result 75,Result 76,Result 77,Result 78,Result 79,Result 80,Result 81,Result 82,Result 83,Result 84,Result 85,Result 86,Result 87,Result 88,Result 89,Result 90,Result 91,Result 92,Result 93,Result 94,Result 95,Result 96,Result 97,Result 98,Result 99,Result 100
GreedyLocalSearchAlgorithm  ,Results     ,331               ,337                 ,591                 ,368                ,387               ,487                 ,711                 ,456                 ,361                ,512                ,245                 ,355               ,306                 ,518                ,393                 ,413               ,390                 ,241                 ,424                 ,216               ,245                 ,398                 ,239                 ,454                 ,375                ,570                ,203                ,368                 ,239                 ,705                 ,551                 ,440                 ,488                 ,534                ,423                 ,216                 ,216                 ,333                 ,284                ,487                 ,103                 ,266                 ,219                 ,237                 ,483                 ,371                 ,358                ,492                 ,323                ,216                 ,275                ,448                 ,180                 ,313                ,502                 ,435                 ,367                ,355                ,438               ,318                 ,392                 ,499               ,313                ,438                 ,279                 ,481                ,181                 ,312                 ,465                 ,353                 ,299               ,299                 ,384                 ,195                ,267               ,321                 ,445                 ,400               ,514                 ,469                ,304                ,248                ,354                 ,414                 ,241                ,307               ,281                ,237                 ,335                ,266                 ,395                 ,298                ,139                ,519                 ,363                ,269                 ,180                ,198                ,213                 ,449
GreedyLocalSearchAlgorithm  ,Similarities,0.2076923076923077,0.13846153846153847 ,0.5769230769230769  ,0.2076923076923077 ,0.4307692307692308,0.23846153846153847 ,0.27692307692307694 ,0.46923076923076923 ,0.4846153846153846 ,0.19230769230769232,0.16923076923076924 ,0.5384615384615384,0.2153846153846154  ,0.47692307692307695,0.2923076923076923  ,0.5769230769230769,0.08461538461538462 ,0.5461538461538461  ,0.25384615384615383 ,0.7076923076923077,0.24615384615384617 ,0.4307692307692308  ,0.12307692307692308 ,0.3769230769230769  ,0.4461538461538462 ,0.46153846153846156,0.6153846153846154 ,0.5153846153846153  ,0.16153846153846155 ,0.23076923076923078 ,0.5384615384615384  ,0.5                 ,0.2692307692307692  ,0.25384615384615383,0.5692307692307692  ,0.16153846153846155 ,0.15384615384615385 ,0.5615384615384615  ,0.6                ,0.2076923076923077  ,0.7307692307692307  ,0.13846153846153847 ,0.46923076923076923 ,0.06923076923076923 ,0.4153846153846154  ,0.12307692307692308 ,0.17692307692307693,0.38461538461538464 ,0.19230769230769232,0.1                 ,0.19230769230769232,0.2230769230769231  ,0.46153846153846156 ,0.16153846153846155,0.3230769230769231  ,0.2153846153846154  ,0.5153846153846153 ,0.1076923076923077 ,0.5307692307692308,0.5230769230769231  ,0.4                 ,0.5461538461538461,0.5384615384615384 ,0.5230769230769231  ,0.19230769230769232 ,0.5384615384615384 ,0.16923076923076924 ,0.18461538461538463 ,0.3230769230769231  ,0.5153846153846153  ,0.5769230769230769,0.1076923076923077  ,0.6307692307692307  ,0.14615384615384616,0.6153846153846154,0.5461538461538461  ,0.24615384615384617 ,0.6461538461538462,0.2                 ,0.18461538461538463,0.4846153846153846 ,0.2                ,0.18461538461538463 ,0.2923076923076923  ,0.6538461538461539 ,0.2076923076923077,0.23076923076923078,0.5076923076923077  ,0.46153846153846156,0.6076923076923076  ,0.2230769230769231  ,0.1                ,0.06923076923076923,0.26153846153846155 ,0.6153846153846154 ,0.5923076923076923  ,0.13076923076923078,0.13846153846153847,0.046153846153846156,0.4076923076923077
SteepestLocalSearchAlgorithm,Results     ,456               ,490                 ,293                 ,641                ,661               ,690                 ,351                 ,410                 ,318                ,251                ,214                 ,670               ,338                 ,405                ,422                 ,771               ,367                 ,592                 ,404                 ,558               ,360                 ,757                 ,496                 ,443                 ,464                ,350                ,582                ,300                 ,449                 ,540                 ,365                 ,721                 ,586                 ,363                ,291                 ,331                 ,439                 ,458                 ,613                ,663                 ,280                 ,478                 ,791                 ,398                 ,383                 ,287                 ,381                ,622                 ,391                ,288                 ,554                ,577                 ,547                 ,711                ,283                 ,354                 ,603                ,721                ,247               ,355                 ,422                 ,304               ,463                ,365                 ,584                 ,693                ,706                 ,370                 ,452                 ,255                 ,645               ,561                 ,534                 ,509                ,440               ,330                 ,525                 ,670               ,724                 ,585                ,297                ,648                ,463                 ,463                 ,355                ,231               ,520                ,353                 ,448                ,425                 ,588                 ,485                ,286                ,379                 ,508                ,500                 ,309                ,354                ,441                 ,784
SteepestLocalSearchAlgorithm,Similarities,0.6230769230769231,0.46923076923076923 ,0.5076923076923077  ,0.27692307692307694,0.4230769230769231,0.5384615384615384  ,0.17692307692307693 ,0.1076923076923077  ,0.5769230769230769 ,0.13846153846153847,0.5846153846153846  ,0.3               ,0.676923076923077   ,0.25384615384615383,0.45384615384615384 ,0.3384615384615385,0.15384615384615385 ,0.3923076923076923  ,0.14615384615384616 ,0.3153846153846154,0.15384615384615385 ,0.3923076923076923  ,0.19230769230769232 ,0.4230769230769231  ,0.47692307692307695,0.2076923076923077 ,0.2153846153846154 ,0.47692307692307695 ,0.15384615384615385 ,0.47692307692307695 ,0.4307692307692308  ,0.4846153846153846  ,0.08461538461538462 ,0.5                ,0.5692307692307692  ,0.6076923076923076  ,0.14615384615384616 ,0.2                 ,0.11538461538461539,0.5230769230769231  ,0.2                 ,0.1                 ,0.3                 ,0.46923076923076923 ,0.15384615384615385 ,0.47692307692307695 ,0.5384615384615384 ,0.5                 ,0.5846153846153846 ,0.47692307692307695 ,0.25384615384615383,0.45384615384615384 ,0.4076923076923077  ,0.34615384615384615,0.14615384615384616 ,0.5384615384615384  ,0.6307692307692307 ,0.4307692307692308 ,0.5846153846153846,0.6307692307692307  ,0.5076923076923077  ,0.6384615384615384,0.5384615384615384 ,0.13846153846153847 ,0.46153846153846156 ,0.43846153846153846,0.16153846153846155 ,0.2153846153846154  ,0.6076923076923076  ,0.17692307692307693 ,0.4076923076923077,0.1076923076923077  ,0.4461538461538462  ,0.6                ,0.6384615384615384,0.2                 ,0.1076923076923077  ,0.5               ,0.5                 ,0.27692307692307694,0.12307692307692308,0.13076923076923078,0.2                 ,0.4461538461538462  ,0.45384615384615384,0.7076923076923077,0.25384615384615383,0.5153846153846153  ,0.5076923076923077 ,0.7692307692307693  ,0.16153846153846155 ,0.45384615384615384,0.13076923076923078,0.4076923076923077  ,0.5615384615384615 ,0.4846153846153846  ,0.5384615384615384 ,0.4230769230769231 ,0.16153846153846155 ,0.23846153846153847
RandomAlgorithm             ,Results     ,41504             ,39814               ,38611               ,42419              ,38595             ,38885               ,40265               ,38486               ,40831              ,41744              ,41592               ,40852             ,38298               ,42255              ,41571               ,39960             ,36668               ,41169               ,37779               ,43916             ,39333               ,38778               ,39488               ,42049               ,40444              ,40876              ,42708              ,39068               ,40111               ,41760               ,41410               ,41023               ,39191               ,42832              ,40346               ,41124               ,42910               ,38509               ,41327              ,39515               ,43633               ,43098               ,41180               ,39997               ,41215               ,39204               ,38167              ,43729               ,35974              ,40228               ,39594              ,38643               ,39647               ,40248              ,40683               ,39058               ,38309              ,40739              ,40596             ,41157               ,37828               ,39932             ,40297              ,44622               ,38394               ,42546              ,40823               ,40116               ,40804               ,40084               ,39325             ,41719               ,40893               ,39586              ,38877             ,39729               ,39543               ,39729             ,39390               ,38984              ,39522              ,38929              ,38932               ,36704               ,39756              ,39867             ,39309              ,37773               ,41479              ,39838               ,40658               ,37710              ,41738              ,37207               ,38190              ,39787               ,42782              ,40275              ,38876               ,42498
RandomAlgorithm             ,Similarities,0.0               ,0.023076923076923078,0.015384615384615385,0.0                ,0.0               ,0.015384615384615385,0.015384615384615385,0.007692307692307693,0.0                ,0.0                ,0.023076923076923078,0.0               ,0.007692307692307693,0.0                ,0.007692307692307693,0.0               ,0.007692307692307693,0.007692307692307693,0.015384615384615385,0.0               ,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.007692307692307693,0.0                ,0.0                ,0.0                ,0.007692307692307693,0.015384615384615385,0.007692307692307693,0.023076923076923078,0.023076923076923078,0.038461538461538464,0.0                ,0.015384615384615385,0.023076923076923078,0.007692307692307693,0.023076923076923078,0.0                ,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.015384615384615385,0.0                ,0.007692307692307693,0.03076923076923077,0.007692307692307693,0.0                ,0.007692307692307693,0.023076923076923078,0.0                ,0.015384615384615385,0.007692307692307693,0.0                ,0.0                ,0.0               ,0.015384615384615385,0.007692307692307693,0.0               ,0.0                ,0.015384615384615385,0.007692307692307693,0.0                ,0.007692307692307693,0.007692307692307693,0.023076923076923078,0.007692307692307693,0.0               ,0.015384615384615385,0.015384615384615385,0.0                ,0.0               ,0.007692307692307693,0.023076923076923078,0.0               ,0.007692307692307693,0.0                ,0.0                ,0.0                ,0.007692307692307693,0.007692307692307693,0.0                ,0.0               ,0.0                ,0.023076923076923078,0.0                ,0.007692307692307693,0.015384615384615385,0.0                ,0.0                ,0.007692307692307693,0.0                ,0.015384615384615385,0.0                ,0.0                ,0.007692307692307693,0.0
HeuristicsAlgorithm         ,Results     ,1253              ,1275                ,1786                ,1805               ,1419              ,1379                ,1320                ,2054                ,1388               ,1503               ,2727                ,1841              ,1082                ,1668               ,2197                ,2070              ,1327                ,1994                ,1552                ,1470              ,1315                ,1341                ,2063                ,1388                ,1593               ,1872               ,1096               ,1419                ,1423                ,1550                ,1749                ,1437                ,1395                ,1872               ,1256                ,1786                ,1151                ,1096                ,1580               ,1872                ,1315                ,2303                ,1608                ,1672                ,1379                ,1841                ,1786               ,2101                ,1483               ,1554                ,1668               ,1474                ,1282                ,2195               ,1492                ,1637                ,1275               ,1513               ,1971              ,1387                ,1474                ,2505              ,1469               ,1469                ,1977                ,1513               ,1331                ,1637                ,1805                ,2214                ,1428              ,1979                ,2303                ,1580               ,1550              ,1979                ,2170                ,2126              ,2141                ,1275               ,1593               ,1320               ,1256                ,1388                ,1167               ,1977              ,1749               ,1637                ,1588               ,1580                ,1672                ,1165               ,1483               ,2505                ,1167               ,2195                ,1972               ,1315               ,1402                ,1786
HeuristicsAlgorithm         ,Similarities,0.2846153846153846,0.27692307692307694 ,0.2153846153846154  ,0.2076923076923077 ,0.3               ,0.2076923076923077  ,0.24615384615384617 ,0.3230769230769231  ,0.23846153846153847,0.2                ,0.43846153846153846 ,0.2               ,0.3230769230769231  ,0.3230769230769231 ,0.4                 ,0.2923076923076923,0.3384615384615385  ,0.3384615384615385  ,0.33076923076923076 ,0.2076923076923077,0.26153846153846155 ,0.2923076923076923  ,0.33076923076923076 ,0.3230769230769231  ,0.2692307692307692 ,0.33076923076923076,0.25384615384615383,0.3                 ,0.24615384615384617 ,0.2230769230769231  ,0.2153846153846154  ,0.2923076923076923  ,0.18461538461538463 ,0.33076923076923076,0.25384615384615383 ,0.2153846153846154  ,0.25384615384615383 ,0.25384615384615383 ,0.2153846153846154 ,0.33076923076923076 ,0.26153846153846155 ,0.27692307692307694 ,0.3153846153846154  ,0.3153846153846154  ,0.2076923076923077  ,0.2                 ,0.2153846153846154 ,0.2                 ,0.3153846153846154 ,0.2692307692307692  ,0.3230769230769231 ,0.26153846153846155 ,0.25384615384615383 ,0.4153846153846154 ,0.3                 ,0.27692307692307694 ,0.27692307692307694,0.27692307692307694,0.2               ,0.33076923076923076 ,0.26153846153846155 ,0.2846153846153846,0.34615384615384615,0.34615384615384615 ,0.2                 ,0.3076923076923077 ,0.24615384615384617 ,0.27692307692307694 ,0.2076923076923077  ,0.3923076923076923  ,0.2923076923076923,0.2923076923076923  ,0.27692307692307694 ,0.2153846153846154 ,0.2230769230769231,0.2923076923076923  ,0.3076923076923077  ,0.3769230769230769,0.4                 ,0.27692307692307694,0.2692307692307692 ,0.24615384615384617,0.25384615384615383 ,0.23846153846153847 ,0.26153846153846155,0.2               ,0.2153846153846154 ,0.27692307692307694 ,0.2153846153846154 ,0.2153846153846154  ,0.3153846153846154  ,0.2692307692307692 ,0.3153846153846154 ,0.2846153846153846  ,0.26153846153846155,0.4153846153846154  ,0.4                ,0.26153846153846155,0.3076923076923077  ,0.2153846153846154
